trans;SKU;Variante del producto;Modelo;Genero;Talla;Color;Cant. ordenada;Ubicación;Fecha
10/09/2025;PANNTKI12T10;[PANNTKI12T10] EXPLORE PANTS KIDS (10, Azul Marino - 5102);EXPLORE PANTS;KIDS;10;Azul Marino;1,00;Grandplaz ;septiembre-2025
10/09/2025;PANNTKI12T4;[PANNTKI12T4] EXPLORE PANTS KIDS (4, Azul Marino - 5102);EXPLORE PANTS;KIDS;4;Azul Marino;1,00;Grandplaz ;septiembre-2025
10/09/2025;PANNTDA12TM;[PANNTDA12TM] EXPLORE PANTS DAMA (M, Azul Marino - 5102);EXPLORE PANTS;DAMA;M;Azul Marino;1,00;Grandplaz ;septiembre-2025
10/09/2025;PANNTKI12T8;[PANNTKI12T8] EXPLORE PANTS KIDS (8, Azul Marino - 5102);EXPLORE PANTS;KIDS;8;Azul Marino;-1,00;Sambil Valencia;septiembre-2025
10/09/2025;PANNTKI12T10;[PANNTKI12T10] EXPLORE PANTS KIDS (10, Azul Marino - 5102);EXPLORE PANTS;KIDS;10;Azul Marino;1,00;Sambil Valencia;septiembre-2025
11/09/2025;PANNTCA66TXL;[PANNTCA66TXL] EXPLORE PANTS CAB (XL, Verde Militar - 60620);EXPLORE PANTS;CAB;XL;Verde Militar;1,00;La Grieta;septiembre-2025
11/09/2025;PANNTDA66TM;[PANNTDA66TM] EXPLORE PANTS DAMA (M, Verde Militar - 60620);EXPLORE PANTS;DAMA;M;Verde Militar;1,00;Sambil Valencia;septiembre-2025
11/09/2025;PANNTDA43TXS;[PANNTDA43TXS] EXPLORE PANTS DAMA (XS, Negro - 10);EXPLORE PANTS;DAMA;XS;Negro;-1,00;La Grieta;septiembre-2025
11/09/2025;PANNTCA12TXL;[PANNTCA12TXL] EXPLORE PANTS CAB (XL, Azul Marino - 5102);EXPLORE PANTS;CAB;XL;Azul Marino;1,00;La Grieta;septiembre-2025
11/09/2025;PANNTDA12TM;[PANNTDA12TM] EXPLORE PANTS DAMA (M, Azul Marino - 5102);EXPLORE PANTS;DAMA;M;Azul Marino;1,00;Sambil Chacao ;septiembre-2025
12/09/2025;PANNTDA66TM;[PANNTDA66TM] EXPLORE PANTS DAMA (M, Verde Militar - 60620);EXPLORE PANTS;DAMA;M;Verde Militar;1,00;Sambil Chacao ;septiembre-2025
12/09/2025;PANNTCA66TXL;[PANNTCA66TXL] EXPLORE PANTS CAB (XL, Verde Militar - 60620);EXPLORE PANTS;CAB;XL;Verde Militar;1,00;La Grieta;septiembre-2025
12/09/2025;PANNTDA12TM;[PANNTDA12TM] EXPLORE PANTS DAMA (M, Azul Marino - 5102);EXPLORE PANTS;DAMA;M;Azul Marino;1,00;La Grieta;septiembre-2025
12/09/2025;PANNTDA12TS;[PANNTDA12TS] EXPLORE PANTS DAMA (S, Azul Marino - 5102);EXPLORE PANTS;DAMA;S;Azul Marino;1,00;La Grieta;septiembre-2025
12/09/2025;PANNTCA30TM;[PANNTCA30TM] EXPLORE PANTS CAB (M, Gris Claro - 9734);EXPLORE PANTS;CAB;M;Gris Claro;1,00;La Grieta;septiembre-2025
12/09/2025;PANNTDA12TM;[PANNTDA12TM] EXPLORE PANTS DAMA (M, Azul Marino - 5102);EXPLORE PANTS;DAMA;M;Azul Marino;1,00;La Grieta;septiembre-2025
12/09/2025;PANNTCA30TM;[PANNTCA30TM] EXPLORE PANTS CAB (M, Gris Claro - 9734);EXPLORE PANTS;CAB;M;Gris Claro;1,00;La Grieta;septiembre-2025
12/09/2025;PANNTCA12TS;[PANNTCA12TS] EXPLORE PANTS CAB (S, Azul Marino - 5102);EXPLORE PANTS;CAB;S;Azul Marino;1,00;Sambil Valencia;septiembre-2025
13/09/2025;PANNTDA12TS;[PANNTDA12TS] EXPLORE PANTS DAMA (S, Azul Marino - 5102);EXPLORE PANTS;DAMA;S;Azul Marino;1,00;Sambil Valencia;septiembre-2025
13/09/2025;PANNTDA66TS;[PANNTDA66TS] EXPLORE PANTS DAMA (S, Verde Militar - 60620);EXPLORE PANTS;DAMA;S;Verde Militar;1,00;Sambil Valencia;septiembre-2025
13/09/2025;PANNTCA12TXL;[PANNTCA12TXL] EXPLORE PANTS CAB (XL, Azul Marino - 5102);EXPLORE PANTS;CAB;XL;Azul Marino;1,00;La Grieta;septiembre-2025
13/09/2025;PANNTDA43TS;[PANNTDA43TS] EXPLORE PANTS DAMA (S, Negro - 10);EXPLORE PANTS;DAMA;S;Negro;1,00;Sambil Chacao ;septiembre-2025
13/09/2025;PANNTDA66TS;[PANNTDA66TS] EXPLORE PANTS DAMA (S, Verde Militar - 60620);EXPLORE PANTS;DAMA;S;Verde Militar;1,00;Sambil Chacao ;septiembre-2025
13/09/2025;PANNTCA12TXL;[PANNTCA12TXL] EXPLORE PANTS CAB (XL, Azul Marino - 5102);EXPLORE PANTS;CAB;XL;Azul Marino;1,00;Sambil Valencia;septiembre-2025
13/09/2025;PANNTCA66TXL;[PANNTCA66TXL] EXPLORE PANTS CAB (XL, Verde Militar - 60620);EXPLORE PANTS;CAB;XL;Verde Militar;1,00;Sambil Valencia;septiembre-2025
13/09/2025;PANNTDA12TXL;[PANNTDA12TXL] EXPLORE PANTS DAMA (XL, Azul Marino - 5102);EXPLORE PANTS;DAMA;XL;Azul Marino;1,00;Sambil Chacao ;septiembre-2025
13/09/2025;PANNTDA43TXL;[PANNTDA43TXL] EXPLORE PANTS DAMA (XL, Negro - 10);EXPLORE PANTS;DAMA;XL;Negro;1,00;Sambil Chacao ;septiembre-2025
13/09/2025;PANNTCA12TL;[PANNTCA12TL] EXPLORE PANTS CAB (L, Azul Marino - 5102);EXPLORE PANTS;CAB;L;Azul Marino;1,00;Sambil Chacao ;septiembre-2025
13/09/2025;PANNTCA66TL;[PANNTCA66TL] EXPLORE PANTS CAB (L, Verde Militar - 60620);EXPLORE PANTS;CAB;L;Verde Militar;1,00;Sambil Chacao ;septiembre-2025
13/09/2025;PANNTDA12TXL;[PANNTDA12TXL] EXPLORE PANTS DAMA (XL, Azul Marino - 5102);EXPLORE PANTS;DAMA;XL;Azul Marino;1,00;Sambil Valencia;septiembre-2025
13/09/2025;PANNTDA43TXS;[PANNTDA43TXS] EXPLORE PANTS DAMA (XS, Negro - 10);EXPLORE PANTS;DAMA;XS;Negro;1,00;Sambil Chacao ;septiembre-2025
13/09/2025;PANNTCA66TM;[PANNTCA66TM] EXPLORE PANTS CAB (M, Verde Militar - 60620);EXPLORE PANTS;CAB;M;Verde Militar;1,00;La Grieta;septiembre-2025
13/09/2025;PANNTDA43TS;[PANNTDA43TS] EXPLORE PANTS DAMA (S, Negro - 10);EXPLORE PANTS;DAMA;S;Negro;1,00;Cerro Verde ;septiembre-2025
14/09/2025;PANNTKI43T4;[PANNTKI43T4] EXPLORE PANTS KIDS (4, Negro - 10);EXPLORE PANTS;KIDS;4;Negro;1,00;La Grieta;septiembre-2025
14/09/2025;PANNTCA12TM;[PANNTCA12TM] EXPLORE PANTS CAB (M, Azul Marino - 5102);EXPLORE PANTS;CAB;M;Azul Marino;1,00;Sambil Valencia;septiembre-2025
14/09/2025;PANNTKI12T12;[PANNTKI12T12] EXPLORE PANTS KIDS (12, Azul Marino - 5102);EXPLORE PANTS;KIDS;12;Azul Marino;1,00;Sambil Valencia;septiembre-2025
15/09/2025;PANNTDA12TS;[PANNTDA12TS] EXPLORE PANTS DAMA (S, Azul Marino - 5102);EXPLORE PANTS;DAMA;S;Azul Marino;-1,00;Sambil Valencia;septiembre-2025
15/09/2025;PANNTCA66TL;[PANNTCA66TL] EXPLORE PANTS CAB (L, Verde Militar - 60620);EXPLORE PANTS;CAB;L;Verde Militar;1,00;La Grieta;septiembre-2025
15/09/2025;PANNTDA43TS;[PANNTDA43TS] EXPLORE PANTS DAMA (S, Negro - 10);EXPLORE PANTS;DAMA;S;Negro;1,00;La Grieta;septiembre-2025
16/09/2025;PANNTDA12TM;[PANNTDA12TM] EXPLORE PANTS DAMA (M, Azul Marino - 5102);EXPLORE PANTS;DAMA;M;Azul Marino;1,00;La Grieta;septiembre-2025
16/09/2025;PANNTCA12TXL;[PANNTCA12TXL] EXPLORE PANTS CAB (XL, Azul Marino - 5102);EXPLORE PANTS;CAB;XL;Azul Marino;1,00;La Grieta;septiembre-2025
16/09/2025;PANNTCA12TS;[PANNTCA12TS] EXPLORE PANTS CAB (S, Azul Marino - 5102);EXPLORE PANTS;CAB;S;Azul Marino;1,00;La Grieta;septiembre-2025
16/09/2025;PANNTCA66TL;[PANNTCA66TL] EXPLORE PANTS CAB (L, Verde Militar - 60620);EXPLORE PANTS;CAB;L;Verde Militar;1,00;WEB;septiembre-2025
17/09/2025;PANNTCA66TL;[PANNTCA66TL] EXPLORE PANTS CAB (L, Verde Militar - 60620);EXPLORE PANTS;CAB;L;Verde Militar;1,00;Sambil Chacao ;septiembre-2025
17/09/2025;PANNTCA30TM;[PANNTCA30TM] EXPLORE PANTS CAB (M, Gris Claro - 9734);EXPLORE PANTS;CAB;M;Gris Claro;1,00;La Grieta;septiembre-2025
17/09/2025;PANNTCA12TM;[PANNTCA12TM] EXPLORE PANTS CAB (M, Azul Marino - 5102);EXPLORE PANTS;CAB;M;Azul Marino;1,00;Sambil Valencia;septiembre-2025
17/09/2025;PANNTDA43TS;[PANNTDA43TS] EXPLORE PANTS DAMA (S, Negro - 10);EXPLORE PANTS;DAMA;S;Negro;1,00;Sambil Chacao ;septiembre-2025
17/09/2025;PANNTKI12T8;[PANNTKI12T8] EXPLORE PANTS KIDS (8, Azul Marino - 5102);EXPLORE PANTS;KIDS;8;Azul Marino;1,00;Sambil Valencia;septiembre-2025
18/09/2025;PANNTDA43TXS;[PANNTDA43TXS] EXPLORE PANTS DAMA (XS, Negro - 10);EXPLORE PANTS;DAMA;XS;Negro;1,00;Sambil Chacao ;septiembre-2025
18/09/2025;PANNTCA66TM;[PANNTCA66TM] EXPLORE PANTS CAB (M, Verde Militar - 60620);EXPLORE PANTS;CAB;M;Verde Militar;1,00;Sambil Chacao ;septiembre-2025
18/09/2025;PANNTDA12TS;[PANNTDA12TS] EXPLORE PANTS DAMA (S, Azul Marino - 5102);EXPLORE PANTS;DAMA;S;Azul Marino;1,00;Sambil Valencia;septiembre-2025
18/09/2025;PANNTKI12T2;[PANNTKI12T2] EXPLORE PANTS KIDS (2, Azul Marino - 5102);EXPLORE PANTS;KIDS;2;Azul Marino;1,00;Cerro Verde ;septiembre-2025
18/09/2025;PANNTDA66TXL;[PANNTDA66TXL] EXPLORE PANTS DAMA (XL, Verde Militar - 60620);EXPLORE PANTS;DAMA;XL;Verde Militar;1,00;Grandplaz ;septiembre-2025
19/09/2025;PANNTDA66TS;[PANNTDA66TS] EXPLORE PANTS DAMA (S, Verde Militar - 60620);EXPLORE PANTS;DAMA;S;Verde Militar;1,00;Sambil Chacao ;septiembre-2025
19/09/2025;PANNTDA12TS;[PANNTDA12TS] EXPLORE PANTS DAMA (S, Azul Marino - 5102);EXPLORE PANTS;DAMA;S;Azul Marino;1,00;La Grieta;septiembre-2025
19/09/2025;PANNTCA12TL;[PANNTCA12TL] EXPLORE PANTS CAB (L, Azul Marino - 5102);EXPLORE PANTS;CAB;L;Azul Marino;1,00;Sambil Chacao ;septiembre-2025
19/09/2025;PANNTDA12TS;[PANNTDA12TS] EXPLORE PANTS DAMA (S, Azul Marino - 5102);EXPLORE PANTS;DAMA;S;Azul Marino;1,00;La Grieta;septiembre-2025
19/09/2025;PANNTCA66TM;[PANNTCA66TM] EXPLORE PANTS CAB (M, Verde Militar - 60620);EXPLORE PANTS;CAB;M;Verde Militar;1,00;Cerro Verde ;septiembre-2025
19/09/2025;PANNTKI12T2;[PANNTKI12T2] EXPLORE PANTS KIDS (2, Azul Marino - 5102);EXPLORE PANTS;KIDS;2;Azul Marino;-1,00;Cerro Verde ;septiembre-2025
19/09/2025;PANNTCA12TL;[PANNTCA12TL] EXPLORE PANTS CAB (L, Azul Marino - 5102);EXPLORE PANTS;CAB;L;Azul Marino;1,00;La Grieta;septiembre-2025
19/09/2025;PANNTCA66TM;[PANNTCA66TM] EXPLORE PANTS CAB (M, Verde Militar - 60620);EXPLORE PANTS;CAB;M;Verde Militar;1,00;La Grieta;septiembre-2025
19/09/2025;PANNTCA30TL;[PANNTCA30TL] EXPLORE PANTS CAB (L, Gris Claro - 9734);EXPLORE PANTS;CAB;L;Gris Claro;1,00;La Grieta;septiembre-2025
19/09/2025;PANNTKI66T8;[PANNTKI66T8] EXPLORE PANTS KIDS (8, Verde Militar - 60620);EXPLORE PANTS;KIDS;8;Verde Militar;1,00;Sambil Valencia;septiembre-2025
